measure_id,ballot_id,state,election_date,election_type,topic,measure_name,description_short,progressive_side,yes_pct,outcome,severity_note,same_ballot_catalog_ids,same_ballot_companions,source_url
nv_20021105_question_9,NV_2002-11-05,NV,2002-11-05,general,cannabis,Question 9,"A YES vote legalizes possession of up to three ounces of marijuana for adults 21 and older and regulates its sale, taxation, and distribution.",yes,39.1,fail,"full recreational (up to 3 oz, adults 21+); constitutional amendment, would have needed a 2nd pass",nv_20021105_question_2,Question 1 — conservation bonds; Question 2 — definition of marriage; Question 3 — farm equipment tax exemption; Question 4 — professional racing equipment tax exemption; Question 5 — perpetuities rules; Question 6 — appointed judges' term of office; Question 7 — state debt limit school exemption; Question 8 — single-family property tax reduction,"https://ballotpedia.org/Nevada_Question_9,_Decriminalization_of_Marijuana_Initiative_(2002)"
or_20021105_measure_25,OR_2002-11-05,OR,2002-11-05,general,labor,Measure 25,Raises Oregon's minimum wage from $6.50 to $6.90 in 2003 and requires annual CPI-based inflation increases every year thereafter.,yes,51.3,pass,$6.90 (2003) + permanent annual CPI indexing; narrow 51.3% win,or_20021105_measure_23,Measure 14 - remove historical racial references from constitution; Measure 15 - seismic rehabilitation bonds for schools; Measure 16 - seismic rehabilitation bonds for emergency services; Measure 17 - lower legislator minimum age to 18; Measure 18 - permanent property tax rate limits and tax zones; Measure 21 - judicial vacancy elections with none-of-the-above option; Measure 22 - judicial districts by population; Measure 23 - state comprehensive healthcare finance plan; Measure 24 - dentist-denturist cooperative businesses; Measure 26 - ban per-signature pay for petition circulators; Measure 27 - genetically-engineered food labeling,"https://ballotpedia.org/Oregon_Measure_25,_Increase_State_Minimum_Wage_Initiative_(2002)"
or_20021105_measure_23,OR_2002-11-05,OR,2002-11-05,general,healthcare,Measure 23,"Creates the Oregon Comprehensive Health Care Finance Plan, a single-payer system covering all medically necessary services for every Oregon resident, funded by new progressive income and payroll taxes.",yes,21.5,fail,single payer,or_20021105_measure_25,Measure 14 — remove racial references from constitution; Measure 21 — judicial vacancies and elections; Measure 22 — judicial districts and elections; Measure 24 — denturist scope of practice; Measure 25 — minimum wage increase; Measure 26 — ban per-signature petition pay; Measure 27 — GMO food labeling,"https://ballotpedia.org/Oregon_Healthcare_Finance_Plan,_Measure_23_(2002)"
mo_20040803_amendment_2,MO_2004-08-03,MO,2004-08-03,primary,marriage,Amendment 2,"A YES vote amends the Missouri Constitution so that to be valid and recognized in the state, a marriage shall exist only between a man and a woman.",no,70.6,pass,Constitutional (legislatively referred); bans same-sex marriage only — no civil-union or similar-status ban in the amendment text.,,Amendment 1 — White River floating casino gambling (defeated),"https://ballotpedia.org/Missouri_Amendment_2,_Definition_of_Marriage_Amendment_(August_2004)"
la_20040918_amendment_1,LA_2004-09-18,LA,2004-09-18,primary,marriage,Amendment 1,"A YES vote amends the Louisiana Constitution to define marriage as only the union of one man and one woman, confer the legal incidents of marriage only on such unions, and prohibit recognition of any legal status for unions of unmarried individuals.",no,77.8,pass,"Constitutional (legislatively referred); bans same-sex marriage AND civil unions — prohibits validating or recognizing the legal status of any union of unmarried individuals (certified counts 619,908-177,067 = 77.78%).",,,"https://ballotpedia.org/Louisiana_Marriage_Amendment,_Question_1_(September_2004)"
ak_20041102_measure_2,AK_2004-11-02,AK,2004-11-02,general,cannabis,Measure 2,"A YES vote legalizes marijuana for adults, removing state criminal and civil penalties and allowing regulation like alcohol.",yes,44.3,fail,full recreational,,Measure 1 — initiative signature distribution requirement; Measure 3 — bear baiting ban; Measure 4 — repeal governor's U.S. Senate vacancy appointment authority,"https://ballotpedia.org/Alaska_Measure_2,_Legalize_Marijuana_Initiative_(2004)"
ar_20041102_proposed_amendment_3,AR_2004-11-02,AR,2004-11-02,general,marriage,Proposed Amendment 3,A YES vote amends the Arkansas Constitution to define marriage as only the union of one man and one woman and to bar any legal status for unmarried persons identical or substantially similar to marital status.,no,75.0,pass,Constitutional (initiated); bans same-sex marriage AND civil unions — legal status identical or substantially similar to marital status shall not be valid or recognized (certified 74.95% yes).,,Proposed Amendment 1 — legislative term limits (defeated); Proposed Amendment 2 — economic development bonds (approved); Referred Question 1 — statewide school property tax increase (defeated),"https://ballotpedia.org/Arkansas_Same-Sex_Marriage_Ban,_Proposed_Amendment_3_(2004)"
ca_20041102_proposition_72,CA_2004-11-02,CA,2004-11-02,general,healthcare,Proposition 72,"Upholds SB 2 (Health Insurance Act of 2003), requiring employers with 50+ employees to provide health insurance for workers or pay into a state coverage pool.",yes,49.2,fail,employer coverage mandate referendum,ca_20041102_proposition_63,Proposition 1A — local government revenue protection; Proposition 59 — public records access; Proposition 60 — primary election party candidate rights; Proposition 60A — surplus state property proceeds to debt; Proposition 61 — children's hospital bonds; Proposition 62 — open primary; Proposition 63 — millionaire tax for mental health services; Proposition 64 — limits on unfair-competition lawsuits; Proposition 65 — local revenue voter-approval requirement; Proposition 66 — three-strikes reform; Proposition 67 — telephone surcharge for emergency medical services; Proposition 68 — tribal gaming/card club slots; Proposition 69 — DNA collection; Proposition 70 — tribal gaming compacts; Proposition 71 — stem cell research bonds,"https://ballotpedia.org/California_Proposition_72,_Employer_Contribution_to_Healthcare_Insurance_Referendum_(2004)"
ca_20041102_proposition_63,CA_2004-11-02,CA,2004-11-02,general,healthcare,Proposition 63,Imposes an additional 1% tax on personal income above $1 million to fund expanded county mental health services and prohibits cutting existing mental health funding.,yes,53.7,pass,mental health services tax,ca_20041102_proposition_72,Proposition 1A — local government revenue protection; Proposition 59 — public records access; Proposition 60 — primary election party candidate rights; Proposition 60A — surplus state property proceeds to debt; Proposition 61 — children's hospital bonds; Proposition 62 — open primary; Proposition 64 — limits on unfair-competition lawsuits; Proposition 65 — local revenue voter-approval requirement; Proposition 66 — three-strikes reform; Proposition 67 — telephone surcharge for emergency medical services; Proposition 68 — tribal gaming/card club slots; Proposition 69 — DNA collection; Proposition 70 — tribal gaming compacts; Proposition 71 — stem cell research bonds; Proposition 72 — employer health insurance mandate referendum,"https://ballotpedia.org/California_Proposition_63,_Tax_Increase_on_Income_Above_$1_Million_for_Mental_Health_Services_Initiative_(2004)"
co_20041102_amendment_35,CO_2004-11-02,CO,2004-11-02,general,healthcare,Amendment 35,"Constitutionally raises the cigarette tax by 3.2 cents per cigarette (64 cents per pack) and other tobacco taxes by 20%, generating about $175 million annually earmarked for health-related purposes including expanded health care coverage and tobacco education and cessation programs.",yes,61.4,pass,tobacco tax funding healthcare and tobacco cessation,,Amendment 34 — construction damages liability; Amendment 36 — electoral vote allocation; Amendment 37 — renewable energy standard; Referendum A — civil service exemptions; Referendum B — obsolete constitutional provisions,"https://ballotpedia.org/Colorado_Amendment_35,_Cigarette_and_Tobacco_Tax_Initiative_(2004)"
fl_20041102_amendment_1,FL_2004-11-02,FL,2004-11-02,general,abortion,Amendment 1,"A YES vote authorizes the legislature to enact a law requiring parental notification before a minor's abortion, notwithstanding the state privacy right.",no,64.7,pass,authorizes parental notification law only,fl_20041102_amendment_5,Amendment 2 (citizen initiative requirements); Amendment 3 (medical liability contingency fees); Amendment 4 (slot machines in Miami-Dade/Broward); Amendment 5 (state minimum wage); Amendment 6 (repeal high-speed rail mandate); Amendment 7 (patient access to medical records); Amendment 8 (bar doctors with three malpractice findings),"https://ballotpedia.org/Florida_Amendment_1,_Parental_Notification_of_Abortion_Measure_(2004)"
fl_20041102_amendment_5,FL_2004-11-02,FL,2004-11-02,general,labor,Amendment 5,"Creates a Florida constitutional minimum wage of $6.15/hour covering all FLSA-covered employees, indexed to inflation annually, with anti-retaliation protections and double-damages enforcement.",yes,71.3,pass,Constitutional $6.15 + annual CPI-W indexing; preserves FLSA tip credit at 2003 level; double damages + fines for violations,fl_20041102_amendment_1,Amendment 1 - parental notification of a minor's abortion; Amendment 2 - requirements for citizen initiative submissions; Amendment 3 - claimant share of medical liability awards; Amendment 4 - slot machine referenda in Miami-Dade and Broward; Amendment 6 - repeal high-speed rail mandate; Amendment 7 - patient right to adverse medical incident records; Amendment 8 - bar doctors with three malpractice incidents,"https://ballotpedia.org/Florida_Amendment_5,_Minimum_Wage_Initiative_(2004)"
ga_20041102_amendment_1,GA_2004-11-02,GA,2004-11-02,general,marriage,Amendment 1,A YES vote amends the Georgia Constitution so the state recognizes as marriage only the union of man and woman.,no,76.2,pass,"Constitutional (legislatively referred); the enacted amendment also denied legal benefits/recognition to same-sex unions (civil-union clause), though the ballot title voters saw covered only marriage recognition (certified 76.15% yes).",,Amendment 2 — Supreme Court certified-question jurisdiction (approved),"https://ballotpedia.org/Georgia_Amendment_1,_Definition_of_Marriage_Amendment_(2004)"
